id	headline	text	asset_class
5745	Dolar comercial abre em queda com exterior favoravel	Dolar comercial abre em queda com exterior favoravel. O comportamento do mercado de cambio foi acompanhado de perto por exportadores e importadores. Especialistas divergem sobre os impactos de medio prazo.O impacto se estendeu a ativos ligados a gas natural.	fx
5746	Aco Forte teve o rating rebaixado por casa de analise apos resultado abaixo do consenso	Aco Forte teve o rating rebaixado por casa de analise apos resultado abaixo do consenso. O papel da companhia foi destaque no pregao. O fato relevante foi divulgado apos o fechamento do mercado.Investidores relacionaram o fato ao comportamento de moeda vizinha.	equities
5747	Orgao regulador processa exchange de criptoativos por venda irregular	Orgao regulador processa exchange de criptoativos por venda irregular. O mercado de corte de emissao segue volatil e atrai investidores de varios perfis. O mercado reagiu de forma cautelosa ao longo do pregao.	crypto
5748	MINERIO DE FERRO AVANCA 8% EM PORTO ASIATICO COM DEMANDA AQUECIDA	Minerio de ferro avanca 8% em porto asiatico com demanda aquecida.  O preco da commodity influencia diretamente o setor de energia.	commodities
5749	Preco da soja sobe na bolsa de graos com quebra de safra	Preco da soja sobe na bolsa de graos com quebra de safra. O preco da commodity influencia diretamente o setor de mineracao. Traders acompanham a evolucao de milho no mercado internacional. O anuncio veio em linha com as expectativas de parte do mercado.	fixed_income
5750	Celulose Verde reportou queda de 3% no lucro do ultimo trimestre..	Celulose Verde reportou queda de 3% no lucro do ultimo trimestre. O papel da companhia foi destaque no indice de acoes. Analistas reforcam a recomendacao sobre as bolsa da empresa. O fato relevante foi divulgado apos o fechamento do mercado.	equities
5751	Petroleo tipo Delta sobe 2% com tensao geopolitica em regiao produtora	Petroleo tipo Delta sobe 2% com tensao geopolitica em regiao produtora. O preco da commodity influencia diretamente o setor de siderurgia. Segundo analistas ouvidos pela reportagem, o movimento reflete o cenario macroeconomico atual.	commodities
5752	Banco Nacional Unido viu suas acoes subirem 10% apos balanco trimestral	BANCO NACIONAL UNIDO VIU SUAS ACOES SUBIREM 10% APOS BALANCO TRIMESTRAL. O PAPEL DA COMPANHIA FOI DESTAQUE NO MERCADO DE ACOES. A VOLATILIDADE PERMANECEU ELEVADA DURANTE TODA A SESSAO.O IMPACTO SE ESTENDEU A ATIVOS LIGADOS A CAFE.	equities
5753	COMITE DE POLITICA MONETARIA ELEVA A TAXA BASICA DE JUROS PARA 8,1% AO ANO	Comite de politica monetaria eleva a taxa basica de juros para 8,1% ao ano. O movimento afeta diretamente aplicacoes em letra de credito. O anuncio veio em linha com as expectativas de parte do mercado.	fixed_income
5754	Titulo indexado a inflacao passa a pagar o indice de precos mais 4% ao ano	Titulo indexado a inflacao passa a pagar o indice de precos mais 4% ao ano. O movimento afeta diretamente aplicacoes em certificado de deposito bancario. O anuncio veio em linha com as expectativas de parte do mercado.O movimento tambem repercutiu no mercado de stablecoin.	fixed_income
5755	Celulose Verde confirmou plano de expansao com investimento de R$ 37 bilhoes	Celulose Verde confirmou plano de expansao com investimento de R$ 37 bilhoes. O papel da companhia foi destaque no pregao. O fato relevante foi divulgado apos o fechamento do mercado.	equities
5756	Petroleo tipo Delta sobe 9% com tensao geopolitica em regiao produtora	Petroleo tipo Delta sobe 9% com tensao geopolitica em regiao produtora. O preco da commodity influencia diretamente o setor de energia. Traders acompanham a evolucao de cobre no mercado internacional. Investidores acompanham os desdobramentos com atencao.	commodities
5757	Cervejaria Tropical aprovou pagamento de dividendos de R$ 6,8 por acao	Cervejaria Tropical aprovou pagamento de dividendos de R$ 6,8 por acao.  O papel da companhia foi destaque no pregao...	equities
5758	Rede Hospitalar Vida confirmou plano de expansao com investimento de R$ 3 bilhoes	Rede Hospitalar Vida confirmou plano de expansao com investimento de R$ 3 bilhoes. O papel da companhia foi destaque no indice de acoes. Analistas reforcam a recomendacao sobre as oferta subsequente da empresa. O mercado reagiu de forma cautelosa ao longo do pregao.O impacto se estendeu a ativos ligados a stablecoin.	equities
5759	Atacado Popular recebeu recomendacao de compra de analistas com preco-alvo elevado	ATACADO POPULAR RECEBEU RECOMENDACAO DE COMPRA DE ANALISTAS COM PRECO-ALVO ELEVADO. O PAPEL DA COMPANHIA FOI DESTAQUE NO INDICE DE ACOES. ANALISTAS REFORCAM A RECOMENDACAO SOBRE AS ACOES PREFERENCIAIS DA EMPRESA. INVESTIDORES ACOMPANHAM OS DESDOBRAMENTOS COM ATENCAO.O IMPACTO SE ESTENDEU A ATIVOS LIGADOS A COLECIONAVEL DIGITAL.	equities
5760	Agro Semear confirmou plano de expansao com investimento de R$ 41 bilhoes	Agro Semear confirmou plano de expansao com investimento de R$ 41 bilhoes. O papel da companhia foi destaque no pregao. Analistas reforcam a recomendacao sobre as oferta inicial de acoes da empresa. O impacto se estendeu a ativos ligados a altcoin.	equities
5761	Curva de juros fecha apos sinalizacao de corte pelo banco central	Curva de juros fecha apos sinalizacao de corte pelo banco central. O movimento afeta diretamente aplicacoes em debentures.	fixed_income
5762	Tesouro nacional realiza leilao de titulos prefixados e indexados nesta quinta..	Tesouro nacional realiza leilao de titulos prefixados e indexados nesta quinta. O movimento afeta diretamente aplicacoes em titulo indexado. Gestores avaliam o impacto sobre a curva de juros. Investidores acompanham os desdobramentos com atencao.	fixed_income
5763	Moeda local lidera perdas entre emergentes na sessao	Moeda local lidera perdas entre emergentes na sessao. O comportamento do swap cambial foi acompanhado de perto por exportadores e importadores. O fluxo cambial e o cenario externo ditaram o ritmo da sessao. A volatilidade permaneceu elevada durante toda a sessao.	fx
5764	Moeda local lidera perdas entre emergentes na sessao	Moeda local lidera perdas entre emergentes na sessao. O comportamento do cotacao foi acompanhado de perto por exportadores e importadores. A volatilidade permaneceu elevada durante toda a sessao.Investidores relacionaram o fato ao comportamento de colecionavel digital.	fx
5765	Ouro atinge recorde historico como ativo de protecao	Ouro atinge recorde historico como ativo de protecao. O preco da commodity influencia diretamente o setor de mineracao. Traders acompanham a evolucao de bolsa de graos no mercado internacional. O fato relevante foi divulgado apos o fechamento do mercado.	commodities
5766	Rendimento do titulo prefixado avanca com abertura da curva de juros	Rendimento do titulo prefixado avanca com abertura da curva de juros. O movimento afeta diretamente aplicacoes em titulos publicos. Gestores avaliam o impacto sobre a renda fixa. O fato relevante foi divulgado apos o fechamento do mercado.O movimento tambem repercutiu no mercado de soja.	fixed_income
5767	Cartel de produtores anuncia corte de producao e pressiona precos do petroleo	Cartel de produtores anuncia corte de producao e pressiona precos do petroleo. O preco da commodity influencia diretamente o setor de mineracao. Segundo analistas ouvidos pela reportagem, o movimento reflete o cenario macroeconomico atual.	commodities
5768	Cobre sobe com expectativa de demanda por transicao energetica	Cobre sobe com expectativa de demanda por transicao energetica. O preco da commodity influencia diretamente o setor de mineracao. Traders acompanham a evolucao de soja no mercado internacional. Segundo analistas ouvidos pela reportagem, o movimento reflete o cenario macroeconomico atual.	commodities
5769	SaudePlus surpreendeu o mercado com margem EBITDA acima das projecoes	SaudePlus surpreendeu o mercado com margem EBITDA acima das projecoes. O papel da companhia foi destaque no pregao. Analistas reforcam a recomendacao sobre as blue chips da empresa. Investidores acompanham os desdobramentos com atencao.	equities
5770	Moeda local lidera perdas entre emergentes na sessao	Moeda local lidera perdas entre emergentes na sessao.  O comportamento do moeda europeia foi acompanhado de perto por exportadores e importadores.  O anuncio veio em linha com as expectativas de parte do mercado.	fx
5771	Aluga Facil confirmou plano de expansao com investimento de R$ 27 bilhoes	Aluga Facil confirmou plano de expansao com investimento de R$ 27 bilhoes. O papel da companhia foi destaque no pregao. Investidores acompanham os desdobramentos com atencao.	equities
5772	Fundo de renda fixa capta R$ 28,6 bilhoes em meio a juros altos	Fundo de renda fixa capta R$ 28,6 bilhoes em meio a juros altos. O movimento afeta diretamente aplicacoes em taxa basica de juros. Gestores avaliam o impacto sobre a divida publica.	fixed_income
5773	Juro futuro recua apos dados de inflacao abaixo do esperado	Juro futuro recua apos dados de inflacao abaixo do esperado. O movimento afeta diretamente aplicacoes em credito privado. Gestores avaliam o impacto sobre a renda fixa.	fixed_income
5774	Celulose Verde teve o rating rebaixado por casa de analise apos resultado abaixo do consenso	Celulose Verde teve o rating rebaixado por casa de analise apos resultado abaixo do consenso. O papel da companhia foi destaque no mercado de acoes. Analistas reforcam a recomendacao sobre as blue chips da empresa. A volatilidade permaneceu elevada durante toda a sessao.	equities
5775	Curva de juros fecha apos sinalizacao de corte pelo banco central	CURVA DE JUROS FECHA APOS SINALIZACAO DE CORTE PELO BANCO CENTRAL. O MOVIMENTO AFETA DIRETAMENTE APLICACOES EM RENDA FIXA. GESTORES AVALIAM O IMPACTO SOBRE A DIVIDA PUBLICA. O ANUNCIO VEIO EM LINHA COM AS EXPECTATIVAS DE PARTE DO MERCADO.	fixed_income
5776	Titulo indexado a inflacao passa a pagar o indice de precos mais 5% ao ano	Titulo indexado a inflacao passa a pagar o indice de precos mais 5% ao ano. O movimento afeta diretamente aplicacoes em curva de juros. Gestores avaliam o impacto sobre a curva de juros. Segundo analistas ouvidos pela reportagem, o movimento reflete o cenario macroeconomico atual.	commodities
5777	Acucar recua na bolsa de acucar com melhora na oferta global	Acucar recua na bolsa de acucar com melhora na oferta global. O preco da commodity influencia diretamente o setor de siderurgia. Traders acompanham a evolucao de cartel de produtores no mercado internacional...	commodities
5778	Moeda local se valoriza frente ao dolar apos comunicado do banco central..	Moeda local se valoriza frente ao dolar apos comunicado do banco central. O comportamento do moeda estrangeira foi acompanhado de perto por exportadores e importadores. Investidores acompanham os desdobramentos com atencao.	fx
5779	Moeda local lidera perdas entre emergentes na sessao	Moeda local lidera perdas entre emergentes na sessao. O comportamento do moeda europeia foi acompanhado de perto por exportadores e importadores. O movimento tambem repercutiu no mercado de safra.	fx
5780	Certificado de deposito bancario oferece 5% do indice interbancario para captar liquidez	Certificado de deposito bancario oferece 5% do indice interbancario para captar liquidez. O movimento afeta diretamente aplicacoes em letra de credito. O fato relevante foi divulgado apos o fechamento do mercado.	fixed_income
5781	Tesouro do pais passa a remunerar 12% ao ano em titulo prefixado	Tesouro do pais passa a remunerar 12% ao ano em titulo prefixado. O movimento afeta diretamente aplicacoes em curva de juros. Gestores avaliam o impacto sobre a divida publica.	fixed_income
5782	Governo emite titulos publicos de longo prazo para rolar a divida	Governo emite titulos publicos de longo prazo para rolar a divida. O movimento afeta diretamente aplicacoes em tesouro do pais. O anuncio veio em linha com as expectativas de parte do mercado.O impacto se estendeu a ativos ligados a token...	fixed_income
5783	MegaLoja Varejo divulgou lucro liquido de R$ 43,9 bilhoes no trimestre	MegaLoja Varejo divulgou lucro liquido de R$ 43,9 bilhoes no trimestre. O papel da companhia foi destaque no mercado de acoes. A volatilidade permaneceu elevada durante toda a sessao.	equities
5784	Criptomoeda Coronel sobe 4% e volta a superar US$ 40 mil	Criptomoeda Coronel sobe 4% e volta a superar US$ 40 mil. O mercado de exchange segue volatil e atrai investidores de varios perfis. Reguladores ao redor do mundo discutem novas regras para o setor.	crypto
5785	Ferrovale surpreendeu o mercado com margem EBITDA acima das projecoes	Ferrovale surpreendeu o mercado com margem EBITDA acima das projecoes. O papel da companhia foi destaque no mercado de acoes. Analistas reforcam a recomendacao sobre as pregao da empresa. O anuncio veio em linha com as expectativas de parte do mercado.	equities
5786	Ferrovale reportou queda de 3,4% no lucro do ultimo trimestre	Ferrovale reportou queda de 3,4% no lucro do ultimo trimestre. O papel da companhia foi destaque no pregao. Especialistas divergem sobre os impactos de medio prazo.O movimento tambem repercutiu no mercado de moeda estrangeira.	equities
5787	BANCO AURORA TEVE O RATING REBAIXADO POR CASA DE ANALISE APOS RESULTADO ABAIXO DO CONSENSO	Banco Aurora teve o rating rebaixado por casa de analise apos resultado abaixo do consenso. O papel da companhia foi destaque no indice de acoes. Segundo analistas ouvidos pela reportagem, o movimento reflete o cenario macroeconomico atual...	equities
5788	Criptomoeda Coronel despenca 4% com temor regulatorio no exterior	Criptomoeda Coronel despenca 4% com temor regulatorio no exterior. O mercado de financas descentralizadas segue volatil e atrai investidores de varios perfis. Reguladores ao redor do mundo discutem novas regras para o setor. Segundo analistas ouvidos pela reportagem, o movimento reflete o cenario macroeconomico atual.O movimento tambem repercutiu no mercado de titulo prefixado.	crypto
5789	Acucar recua na bolsa de acucar com melhora na oferta global	Acucar recua na bolsa de acucar com melhora na oferta global. O preco da commodity influencia diretamente o setor de agronegocio. Traders acompanham a evolucao de cafe no mercado internacional. Segundo analistas ouvidos pela reportagem, o movimento reflete o cenario macroeconomico atual.	commodities
5790	BANCO NACIONAL UNIDO ANUNCIOU RECOMPRA DE ACOES NO VALOR DE R$ 34 BILHOES	Banco Nacional Unido anunciou recompra de acoes no valor de R$ 34 bilhoes. O papel da companhia foi destaque no indice de acoes. O fato relevante foi divulgado apos o fechamento do mercado.	equities
5791	Bolsa Central viu suas acoes subirem 12,0% apos balanco trimestral	Bolsa Central viu suas acoes subirem 12,0% apos balanco trimestral. O papel da companhia foi destaque no mercado de acoes. Analistas reforcam a recomendacao sobre as acoes preferenciais da empresa. Especialistas divergem sobre os impactos de medio prazo.	equities
5792	Vestir Modas viu suas acoes subirem 5,7% apos balanco trimestral..	VESTIR MODAS VIU SUAS ACOES SUBIREM 5,7% APOS BALANCO TRIMESTRAL. O PAPEL DA COMPANHIA FOI DESTAQUE NO INDICE DE ACOES. A NOTICIA REPERCUTIU ENTRE GESTORES DE FUNDOS E MESAS DE OPERACAO.	equities
5793	Moeda local se valoriza frente ao dolar apos comunicado do banco central..	Moeda local se valoriza frente ao dolar apos comunicado do banco central. O comportamento do mercado de cambio foi acompanhado de perto por exportadores e importadores. A volatilidade permaneceu elevada durante toda a sessao.	fx
5794	Celulose Verde divulgou lucro liquido de R$ 29,1 bilhoes no trimestre	Celulose Verde divulgou lucro liquido de R$ 29,1 bilhoes no trimestre. O papel da companhia foi destaque no indice de acoes. A noticia repercutiu entre gestores de fundos e mesas de operacao.	equities
5795	Petroleo tipo Omega recua 7,8% apos aumento de estoques no exterior	Petroleo tipo Omega recua 7,8% apos aumento de estoques no exterior. O preco da commodity influencia diretamente o setor de mineracao. Traders acompanham a evolucao de milho no mercado internacional. A noticia repercutiu entre gestores de fundos e mesas de operacao.O impacto se estendeu a ativos ligados a balanco.	commodities
5796	Moeda britanica oscila com decisao de politica monetaria no exterior	Moeda britanica oscila com decisao de politica monetaria no exterior. O comportamento do dolar foi acompanhado de perto por exportadores e importadores. O fluxo cambial e o cenario externo ditaram o ritmo da sessao. Especialistas divergem sobre os impactos de medio prazo.	fx
5797	SoftBrasil Sistemas registrou queda de 12% nas acoes na bolsa apos guidance fraco	SoftBrasil Sistemas registrou queda de 12% nas acoes na bolsa apos guidance fraco. O papel da companhia foi destaque no mercado de acoes. Analistas reforcam a recomendacao sobre as small caps da empresa.	equities
5798	Atacado Popular surpreendeu o mercado com margem EBITDA acima das projecoes	Atacado Popular surpreendeu o mercado com margem EBITDA acima das projecoes. O papel da companhia foi destaque no indice de acoes. Analistas reforcam a recomendacao sobre as papeis da empresa.	equities
5799	ImobiliariaVicta teve o rating rebaixado por casa de analise apos resultado abaixo do consenso	ImobiliariaVicta teve o rating rebaixado por casa de analise apos resultado abaixo do consenso.  O papel da companhia foi destaque no indice de acoes.  Analistas reforcam a recomendacao sobre as small caps da empresa.	equities
5800	Criptomoeda Coronel sobe 3% e volta a superar US$ 67 mil	Criptomoeda Coronel sobe 3% e volta a superar US$ 67 mil. O mercado de carteira digital segue volatil e atrai investidores de varios perfis.	crypto
5801	Corretora de criptomoedas anuncia listagem de novo token..	Corretora de criptomoedas anuncia listagem de novo token. O mercado de carteira digital segue volatil e atrai investidores de varios perfis.	crypto
5802	Gas natural sobe com onda de frio no hemisferio norte	Gas natural sobe com onda de frio no hemisferio norte. O preco da commodity influencia diretamente o setor de agronegocio. Traders acompanham a evolucao de acucar no mercado internacional. Segundo analistas ouvidos pela reportagem, o movimento reflete o cenario macroeconomico atual.	commodities
5803	Ferrovale divulgou lucro liquido de R$ 11,2 bilhoes no trimestre	Ferrovale divulgou lucro liquido de R$ 11,2 bilhoes no trimestre. O papel da companhia foi destaque no mercado de acoes. Analistas reforcam a recomendacao sobre as acoes da empresa. O fato relevante foi divulgado apos o fechamento do mercado.	equities
5804	OURO ATINGE RECORDE HISTORICO COMO ATIVO DE PROTECAO	Ouro atinge recorde historico como ativo de protecao. O preco da commodity influencia diretamente o setor de agronegocio. A volatilidade permaneceu elevada durante toda a sessao.	commodities
5805	Bolsa Central teve receita liquida de R$ 28,4 bilhoes, acima do esperado pelo mercado	Bolsa Central teve receita liquida de R$ 28,4 bilhoes, acima do esperado pelo mercado.  O papel da companhia foi destaque no indice de acoes.  Segundo analistas ouvidos pela reportagem, o movimento reflete o cenario macroeconomico atual.Investidores relacionaram o fato ao comportamento de blockchain.	equities
5806	Frigorifico Boi Dourado registrou queda de 2,5% nas acoes na bolsa apos guidance fraco	FRIGORIFICO BOI DOURADO REGISTROU QUEDA DE 2,5% NAS ACOES NA BOLSA APOS GUIDANCE FRACO. O PAPEL DA COMPANHIA FOI DESTAQUE NO PREGAO. ANALISTAS REFORCAM A RECOMENDACAO SOBRE AS ACOES DA EMPRESA. SEGUNDO ANALISTAS OUVIDOS PELA REPORTAGEM, O MOVIMENTO REFLETE O CENARIO MACROECONOMICO ATUAL.O IMPACTO SE ESTENDEU A ATIVOS LIGADOS A ACUCAR.	equities
5807	Moeda local se valoriza frente ao dolar apos comunicado do banco central	MOEDA LOCAL SE VALORIZA FRENTE AO DOLAR APOS COMUNICADO DO BANCO CENTRAL. O COMPORTAMENTO DO MOEDA BRITANICA FOI ACOMPANHADO DE PERTO POR EXPORTADORES E IMPORTADORES. O ANUNCIO VEIO EM LINHA COM AS EXPECTATIVAS DE PARTE DO MERCADO.	fx
5808	Petrolux reportou queda de 2,2% no lucro do ultimo trimestre	Petrolux reportou queda de 2,2% no lucro do ultimo trimestre. O papel da companhia foi destaque no indice de acoes. Analistas reforcam a recomendacao sobre as acoes da empresa. A noticia repercutiu entre gestores de fundos e mesas de operacao.	equities
5809	Moeda comum europeia avanca frente ao dolar no mercado internacional	Moeda comum europeia avanca frente ao dolar no mercado internacional. O comportamento do cambio foi acompanhado de perto por exportadores e importadores. O fluxo cambial e o cenario externo ditaram o ritmo da sessao. Segundo analistas ouvidos pela reportagem, o movimento reflete o cenario macroeconomico atual.Investidores relacionaram o fato ao comportamento de debentures.	fx
5810	Vestir Modas confirmou plano de expansao com investimento de R$ 28 bilhoes	Vestir Modas confirmou plano de expansao com investimento de R$ 28 bilhoes. O papel da companhia foi destaque no mercado de acoes. Analistas reforcam a recomendacao sobre as indice de acoes da empresa. Especialistas divergem sobre os impactos de medio prazo.O impacto se estendeu a ativos ligados a renda fixa.	equities
5811	Milho fecha em alta com clima adverso em regiao agricola exportadora	Milho fecha em alta com clima adverso em regiao agricola exportadora. O preco da commodity influencia diretamente o setor de mineracao. A noticia repercutiu entre gestores de fundos e mesas de operacao.	commodities
5812	Comite de politica monetaria mantem a taxa basica de juros em 2% ao ano	COMITE DE POLITICA MONETARIA MANTEM A TAXA BASICA DE JUROS EM 2% AO ANO. O MOVIMENTO AFETA DIRETAMENTE APLICACOES EM CREDITO PRIVADO. GESTORES AVALIAM O IMPACTO SOBRE A DIVIDA PUBLICA. O MERCADO REAGIU DE FORMA CAUTELOSA AO LONGO DO PREGAO.O IMPACTO SE ESTENDEU A ATIVOS LIGADOS A GAS NATURAL.	fixed_income
5813	Rede Hospitalar Vida viu suas acoes subirem 12,0% apos balanco trimestral	Rede Hospitalar Vida viu suas acoes subirem 12,0% apos balanco trimestral. O papel da companhia foi destaque no mercado de acoes. Segundo analistas ouvidos pela reportagem, o movimento reflete o cenario macroeconomico atual.	equities
5814	Aluga Facil teve o rating rebaixado por casa de analise apos resultado abaixo do consenso	Aluga Facil teve o rating rebaixado por casa de analise apos resultado abaixo do consenso. O papel da companhia foi destaque no mercado de acoes. Segundo analistas ouvidos pela reportagem, o movimento reflete o cenario macroeconomico atual.	equities
5815	Ferrovale aprovou pagamento de dividendos de R$ 13 por acao	Ferrovale aprovou pagamento de dividendos de R$ 13 por acao. O papel da companhia foi destaque no indice de acoes.	equities
5816	Moeda chinesa se desvaloriza apos estimulos do banco central local	Moeda chinesa se desvaloriza apos estimulos do banco central local. O comportamento do divisas foi acompanhado de perto por exportadores e importadores. Investidores acompanham os desdobramentos com atencao.	fx
5817	Moeda asiatica atinge minima em decadas frente ao dolar	Moeda asiatica atinge minima em decadas frente ao dolar. O comportamento do moeda local foi acompanhado de perto por exportadores e importadores. O fluxo cambial e o cenario externo ditaram o ritmo da sessao. O impacto se estendeu a ativos ligados a taxa basica de juros.	fx
5818	Tesouro do pais passa a remunerar 11% ao ano em titulo prefixado	Tesouro do pais passa a remunerar 11% ao ano em titulo prefixado. O movimento afeta diretamente aplicacoes em letra de credito. Gestores avaliam o impacto sobre a curva de juros. O fato relevante foi divulgado apos o fechamento do mercado...	equities
5819	Banco Aurora viu suas acoes subirem 8,5% apos balanco trimestral..	Banco Aurora viu suas acoes subirem 8,5% apos balanco trimestral.  O papel da companhia foi destaque no pregao.  O fato relevante foi divulgado apos o fechamento do mercado...	equities
5820	Moeda local lidera perdas entre emergentes na sessao	Moeda local lidera perdas entre emergentes na sessao. O comportamento do swap cambial foi acompanhado de perto por exportadores e importadores. Investidores relacionaram o fato ao comportamento de curva de juros.	crypto
5821	Criptomoeda Coronel despenca 2,8% com temor regulatorio no exterior	Criptomoeda Coronel despenca 2,8% com temor regulatorio no exterior. O mercado de stablecoin segue volatil e atrai investidores de varios perfis. A volatilidade permaneceu elevada durante toda a sessao.	crypto
5822	Moeda local se valoriza frente ao dolar apos comunicado do banco central	Moeda local se valoriza frente ao dolar apos comunicado do banco central. O comportamento do moeda local foi acompanhado de perto por exportadores e importadores. O fluxo cambial e o cenario externo ditaram o ritmo da sessao. Investidores acompanham os desdobramentos com atencao.	fx
5823	MOEDA LOCAL LIDERA PERDAS ENTRE EMERGENTES NA SESSAO	Moeda local lidera perdas entre emergentes na sessao. O comportamento do moeda asiatica foi acompanhado de perto por exportadores e importadores. O fluxo cambial e o cenario externo ditaram o ritmo da sessao. Especialistas divergem sobre os impactos de medio prazo.	fx
5824	Frigorifico Boi Dourado surpreendeu o mercado com margem EBITDA acima das projecoes	FRIGORIFICO BOI DOURADO SURPREENDEU O MERCADO COM MARGEM EBITDA ACIMA DAS PROJECOES.  O PAPEL DA COMPANHIA FOI DESTAQUE NO PREGAO.  O MERCADO REAGIU DE FORMA CAUTELOSA AO LONGO DO PREGAO.	equities
5825	Aprovacao de fundo negociado de criptoativos impulsiona o mercado	Aprovacao de fundo negociado de criptoativos impulsiona o mercado.  O mercado de Etervium segue volatil e atrai investidores de varios perfis.  Reguladores ao redor do mundo discutem novas regras para o setor.  O movimento tambem repercutiu no mercado de cotacao.	crypto
5826	Banco central atua no mercado de cambio com leilao de swap	Banco central atua no mercado de cambio com leilao de swap. O comportamento do moeda britanica foi acompanhado de perto por exportadores e importadores. O fluxo cambial e o cenario externo ditaram o ritmo da sessao. O impacto se estendeu a ativos ligados a petroleo...	fx
5827	Cobre sobe com expectativa de demanda por transicao energetica	Cobre sobe com expectativa de demanda por transicao energetica. O preco da commodity influencia diretamente o setor de mineracao. Traders acompanham a evolucao de milho no mercado internacional. O mercado reagiu de forma cautelosa ao longo do pregao.	commodities
5828	Ouro atinge recorde historico como ativo de protecao	Ouro atinge recorde historico como ativo de protecao. O preco da commodity influencia diretamente o setor de mineracao. Traders acompanham a evolucao de acucar no mercado internacional. A noticia repercutiu entre gestores de fundos e mesas de operacao.O impacto se estendeu a ativos ligados a corte de emissao.	commodities
5829	Construtora Horizonte recebeu recomendacao de compra de analistas com preco-alvo elevado	Construtora Horizonte recebeu recomendacao de compra de analistas com preco-alvo elevado. O papel da companhia foi destaque no indice de acoes. A volatilidade permaneceu elevada durante toda a sessao.	equities
5830	Orgao regulador processa exchange de criptoativos por venda irregular..	ORGAO REGULADOR PROCESSA EXCHANGE DE CRIPTOATIVOS POR VENDA IRREGULAR. O MERCADO DE CARTEIRA DIGITAL SEGUE VOLATIL E ATRAI INVESTIDORES DE VARIOS PERFIS. O FATO RELEVANTE FOI DIVULGADO APOS O FECHAMENTO DO MERCADO.	crypto
5831	TecnoMotores surpreendeu o mercado com margem EBITDA acima das projecoes	TecnoMotores surpreendeu o mercado com margem EBITDA acima das projecoes. O papel da companhia foi destaque no mercado de acoes. Analistas reforcam a recomendacao sobre as bolsa da empresa. Investidores relacionaram o fato ao comportamento de juro futuro.	equities
5832	SoftBrasil Sistemas aprovou pagamento de dividendos de R$ 21 por acao	SoftBrasil Sistemas aprovou pagamento de dividendos de R$ 21 por acao. O papel da companhia foi destaque no pregao. Analistas reforcam a recomendacao sobre as acoes preferenciais da empresa. A volatilidade permaneceu elevada durante toda a sessao.O impacto se estendeu a ativos ligados a renda fixa.	equities
5833	Gas natural sobe com onda de frio no hemisferio norte	Gas natural sobe com onda de frio no hemisferio norte. O preco da commodity influencia diretamente o setor de siderurgia. Traders acompanham a evolucao de soja no mercado internacional. O mercado reagiu de forma cautelosa ao longo do pregao.Investidores relacionaram o fato ao comportamento de acoes.	commodities
5834	Governo emite titulos publicos de longo prazo para rolar a divida	Governo emite titulos publicos de longo prazo para rolar a divida. O movimento afeta diretamente aplicacoes em rendimento. Gestores avaliam o impacto sobre a curva de juros. Especialistas divergem sobre os impactos de medio prazo.	fixed_income
5835	PagRapido registrou queda de 8% nas acoes na bolsa apos guidance fraco..	PagRapido registrou queda de 8% nas acoes na bolsa apos guidance fraco. O papel da companhia foi destaque no mercado de acoes. Analistas reforcam a recomendacao sobre as acoes preferenciais da empresa. O fato relevante foi divulgado apos o fechamento do mercado.	crypto
5836	MILHO FECHA EM ALTA COM CLIMA ADVERSO EM REGIAO AGRICOLA EXPORTADORA	Milho fecha em alta com clima adverso em regiao agricola exportadora. O preco da commodity influencia diretamente o setor de energia. Traders acompanham a evolucao de oleo bruto no mercado internacional. Especialistas divergem sobre os impactos de medio prazo.	commodities
5837	Atacado Popular anunciou recompra de acoes no valor de R$ 44 bilhoes	Atacado Popular anunciou recompra de acoes no valor de R$ 44 bilhoes. O papel da companhia foi destaque no mercado de acoes. Investidores acompanham os desdobramentos com atencao.	equities
5838	INVESTIDORES INSTITUCIONAIS AMPLIAM EXPOSICAO A CRIPTOATIVOS	Investidores institucionais ampliam exposicao a criptoativos.  O mercado de blockchain segue volatil e atrai investidores de varios perfis.  Reguladores ao redor do mundo discutem novas regras para o setor.	crypto
5839	COMITE DE POLITICA MONETARIA ELEVA A TAXA BASICA DE JUROS PARA 8,6% AO ANO	Comite de politica monetaria eleva a taxa basica de juros para 8,6% ao ano. O movimento afeta diretamente aplicacoes em taxa basica de juros. Gestores avaliam o impacto sobre a divida publica. O anuncio veio em linha com as expectativas de parte do mercado.	commodities
5840	Fundo de renda fixa capta R$ 31,2 bilhoes em meio a juros altos	Fundo de renda fixa capta R$ 31,2 bilhoes em meio a juros altos. O movimento afeta diretamente aplicacoes em letra de credito. Gestores avaliam o impacto sobre a curva de juros. Segundo analistas ouvidos pela reportagem, o movimento reflete o cenario macroeconomico atual.O movimento tambem repercutiu no mercado de exchange.	fixed_income
5841	Moeda asiatica atinge minima em decadas frente ao dolar	Moeda asiatica atinge minima em decadas frente ao dolar. O comportamento do moeda asiatica foi acompanhado de perto por exportadores e importadores. O anuncio veio em linha com as expectativas de parte do mercado.O movimento tambem repercutiu no mercado de cafe.	fx
5842	Educacao Saber teve receita liquida de R$ 23,7 bilhoes, acima do esperado pelo mercado	Educacao Saber teve receita liquida de R$ 23,7 bilhoes, acima do esperado pelo mercado. O papel da companhia foi destaque no mercado de acoes. O fato relevante foi divulgado apos o fechamento do mercado.	equities
